# epoch_start_s=1774192582
17.828,-0.8499416,-4.594473,8.995016,-0.32135376,-0.2997703,-0.08953139,-4480,22784,2559
17.942,-0.7422025,-4.3502644,8.9040368,-0.1373614,-0.2955069,-0.2729908,-2176,22784,2559
18.056,-0.557849,-4.2880152,9.002198,-0.20744104,-0.23062328,-0.2815176,2176,23041,3327
18.172,-0.33279404,-4.213795,8.722076,-0.14961868,-0.13869372,-0.25127414,5760,22785,2815
18.288,0.61530984,-4.1299976,9.13388,0.03650536,-0.0991240464,-0.10058958,8576,22785,2815
18.403,0.7469909,-4.4675804,9.124303,-0.08753293,0.04969525,-0.014788668,10112,21761,3071
18.517,0.945709632,-4.367024,8.987833,-0.18732312,-0.23075652,-0.10765084,12160,22529,3583
18.637,0.92176768,-3.77326168,8.714894,-0.23701838,-0.30763092,-0.008926493,14976,21761,2815
18.754,0.6823475,-3.845088,8.841787,-0.181727408,-0.1377611,-0.017852986,16768,22529,1535
18.870,0.3854665,-4.132392,8.856153,-0.15468148,0.0074609496,0.14095865,17280,22785,1535
18.985,0.830788,-4.132392,8.75799,0.01625421,0.20184532,0.16227564,16768,23041,1791
19.098,0.9696517,-4.417302,8.702923,0.052759572,-0.15468148,-0.054225112,14976,21761,3839
19.213,1.6472107,-4.012682,9.16261,0.028777948,-0.31855592,-0.01612098,14976,20225,5119
19.327,1.79565132,-4.0318356,9.370906,0.27538896,-0.346934136,-0.03117611,15744,18433,7423
19.444,1.6065093,-2.9161376,9.476251,0.3791761,-0.05835528,0.114712104,17280,12289,12031
19.560,1.6400281,-1.79086284,8.971074,0.14642114,-0.27139204,0.05582389,17792,5633,17663
19.677,1.2378023,-1.0199299,9.634268,0.30056968,0.050894336,0.08380245,18816,-3327,22782
19.793,0.6584055,-0.32321724,9.469068,0.57915616,0.09965697,0.10845023,16768,-11519,27902
19.912,0.936132864,-0.181959332,9.31105,0.36558656,-0.0887320064,0.08406891,17024,-21503,31742
TEMPS,,,
WIND,0.031368808,
